"user_ptr_id"	"reputation"	"gold"	"silver"	"bronze"
"100001413"	"11"	"0"	"0"	"0"
"100021330"	"1619"	"0"	"1"	"8"
"100025468"	"8741"	"0"	"6"	"37"
"100023959"	"117"	"0"	"0"	"1"
"100016998"	"303"	"0"	"0"	"6"
"100021689"	"12"	"0"	"0"	"1"
"100091449"	"182"	"0"	"0"	"5"
"100085343"	"16"	"0"	"0"	"2"
"100006969"	"542"	"1"	"2"	"18"
"100000983"	"1994"	"7"	"16"	"40"
"100003760"	"31"	"0"	"2"	"7"
"100043405"	"375"	"0"	"0"	"9"
"100004747"	"299"	"0"	"1"	"9"
"100043090"	"35"	"1"	"1"	"3"
"100014993"	"413"	"0"	"0"	"8"
"100005693"	"591"	"2"	"5"	"27"
"100003077"	"797"	"0"	"2"	"7"
"100078293"	"41"	"0"	"0"	"2"
"100006115"	"1494"	"1"	"6"	"21"
"100008084"	"129"	"0"	"0"	"8"
"100097713"	"361"	"0"	"0"	"4"
"100008098"	"2460"	"3"	"12"	"39"
"100068264"	"247"	"0"	"0"	"4"
"100078168"	"132"	"0"	"0"	"4"
"100005906"	"241"	"0"	"0"	"11"
"100064704"	"15"	"0"	"0"	"1"
"100019918"	"3251"	"1"	"3"	"57"
"100031807"	"245"	"0"	"0"	"2"
"100011824"	"73"	"0"	"0"	"8"
"100016314"	"3249"	"0"	"2"	"36"
"100003449"	"98"	"0"	"0"	"15"
"100010256"	"737"	"0"	"9"	"16"
"100033031"	"63"	"0"	"0"	"3"
"100020357"	"182"	"0"	"0"	"4"
"100011369"	"72"	"2"	"2"	"6"
"100006192"	"1678"	"3"	"10"	"44"
"100009664"	"230"	"0"	"1"	"9"
"100001671"	"429"	"0"	"0"	"12"
"100077279"	"68"	"0"	"0"	"7"
"100008097"	"347"	"0"	"0"	"19"
"100009865"	"259"	"3"	"5"	"18"
"100045356"	"12"	"0"	"0"	"4"
"100029728"	"319"	"0"	"3"	"3"
"100061266"	"187"	"0"	"0"	"6"
"100005095"	"1179"	"3"	"9"	"34"
"100116866"	"2"	"0"	"0"	"0"
"100023938"	"33"	"0"	"0"	"8"
"100008549"	"301"	"0"	"0"	"12"
"100088882"	"91"	"0"	"0"	"5"
"100071759"	"326"	"0"	"0"	"8"
"100007977"	"100"	"0"	"0"	"7"
"100089026"	"32"	"0"	"0"	"2"
"100102662"	"266"	"0"	"1"	"7"
"100026097"	"5913"	"0"	"3"	"30"
"100002508"	"375"	"4"	"10"	"27"
"100041649"	"165"	"0"	"0"	"4"
"100012098"	"924"	"1"	"2"	"18"
"100007567"	"34"	"0"	"0"	"4"
"100019936"	"12"	"1"	"1"	"2"
"100002811"	"559"	"4"	"5"	"29"
"100007394"	"563"	"1"	"5"	"12"
"100011241"	"59"	"1"	"2"	"7"
"100068016"	"197"	"0"	"0"	"1"
"100034112"	"4"	"0"	"0"	"2"
"100000782"	"715"	"3"	"8"	"34"
"100002126"	"5050"	"3"	"10"	"66"
"100036970"	"121"	"0"	"0"	"3"
"100004438"	"99"	"0"	"2"	"6"
"100000048"	"1128"	"5"	"14"	"42"
"100008288"	"1819"	"1"	"2"	"28"
"100059980"	"100"	"1"	"2"	"6"
"100026947"	"2330"	"0"	"0"	"19"
"100000708"	"193"	"3"	"4"	"11"
"100008252"	"946"	"9"	"23"	"41"
"100014045"	"10"	"0"	"0"	"4"
"100041554"	"55"	"1"	"1"	"4"
"100005533"	"1768"	"7"	"16"	"19"
"100041674"	"2511"	"0"	"1"	"7"
"100024175"	"122"	"1"	"2"	"4"
"100029550"	"41"	"0"	"0"	"5"
"100028715"	"61"	"0"	"0"	"2"
"100026465"	"77"	"0"	"0"	"7"
"100074365"	"47"	"0"	"0"	"5"
"100000542"	"749"	"2"	"3"	"17"
"100029163"	"57"	"0"	"1"	"6"
"100033022"	"3432"	"1"	"4"	"29"
"100006720"	"498"	"0"	"1"	"25"
"100026536"	"92"	"0"	"0"	"2"
"100000184"	"88"	"0"	"1"	"5"
"100033563"	"127"	"0"	"1"	"4"
"100013215"	"133"	"1"	"1"	"5"
"100006635"	"386"	"0"	"2"	"19"
"100043000"	"74"	"1"	"1"	"6"
"100011325"	"438"	"0"	"1"	"15"
"100027876"	"122"	"0"	"0"	"2"
"100032727"	"5"	"1"	"1"	"1"
"100046909"	"4751"	"2"	"6"	"14"
"100006999"	"1482"	"0"	"1"	"44"
"100029261"	"2228"	"0"	"2"	"30"
"100009504"	"292"	"2"	"3"	"11"
"100012435"	"52"	"1"	"4"	"8"
"100064904"	"132"	"0"	"0"	"3"
"100003456"	"2"	"0"	"1"	"2"
"100012170"	"603"	"0"	"1"	"4"
"100005614"	"688"	"0"	"0"	"17"
"100001007"	"199"	"1"	"4"	"7"
"100008277"	"869"	"5"	"17"	"27"
"100011058"	"291"	"0"	"1"	"5"
"100002601"	"75"	"0"	"2"	"7"
"100002315"	"3720"	"5"	"16"	"58"
"100050132"	"15449"	"13"	"24"	"46"
"100000348"	"76"	"2"	"3"	"3"
"100040259"	"124"	"0"	"0"	"5"
"100024437"	"291"	"1"	"1"	"6"
"100008427"	"172"	"0"	"1"	"9"
"100064207"	"91"	"0"	"0"	"4"
"100118430"	"56"	"0"	"0"	"2"
"100008157"	"17"	"0"	"0"	"3"
"100027013"	"3453"	"0"	"4"	"15"
"100004082"	"119"	"1"	"1"	"15"
"100023536"	"1480"	"3"	"16"	"32"
"100000592"	"929"	"2"	"6"	"45"
"100043802"	"37"	"0"	"0"	"2"
"100011072"	"87"	"1"	"2"	"6"
"100072702"	"503"	"0"	"0"	"7"
"100102044"	"217"	"0"	"1"	"4"
"100001900"	"1591"	"5"	"11"	"18"
"100007826"	"846"	"0"	"1"	"18"
"100020308"	"33"	"0"	"2"	"4"
"100016012"	"99"	"0"	"2"	"6"
"100001919"	"508"	"0"	"3"	"20"
"100015834"	"221"	"1"	"2"	"3"
"100013778"	"20"	"0"	"1"	"3"
"100009484"	"336"	"0"	"5"	"13"
"100018041"	"11"	"0"	"1"	"2"
"100014166"	"58"	"0"	"0"	"3"
"100030204"	"28"	"0"	"0"	"2"
"100021131"	"2054"	"0"	"6"	"17"
"100013651"	"1367"	"0"	"1"	"10"
"100000723"	"26"	"0"	"1"	"5"
"100033534"	"34"	"0"	"0"	"1"
"100031116"	"363"	"0"	"0"	"6"
"100009663"	"5354"	"20"	"43"	"71"
"100068107"	"1337"	"0"	"1"	"13"
"100041441"	"114"	"0"	"0"	"3"
"100018453"	"9260"	"5"	"21"	"54"
"100010581"	"321"	"3"	"3"	"16"
"100008690"	"275"	"0"	"0"	"5"
"100001914"	"220"	"0"	"1"	"7"
"100044437"	"5792"	"0"	"2"	"12"
"100011812"	"593"	"6"	"16"	"29"
"100013015"	"228"	"2"	"3"	"4"
"100003136"	"30"	"0"	"0"	"4"
"100008883"	"43"	"0"	"1"	"5"
"100006733"	"537"	"0"	"0"	"7"
"100026277"	"7206"	"0"	"7"	"54"
"100096701"	"591"	"0"	"1"	"4"
"100020034"	"64"	"0"	"0"	"3"
"100027087"	"445"	"0"	"0"	"4"
"100048907"	"34"	"0"	"0"	"2"
"100022379"	"74"	"0"	"0"	"5"
"100008272"	"8161"	"7"	"16"	"57"
"100010698"	"60"	"1"	"1"	"5"
"100063202"	"15"	"0"	"0"	"0"
"100007055"	"565"	"1"	"6"	"26"
"100017674"	"6402"	"1"	"9"	"21"
"100003185"	"273"	"3"	"7"	"13"
"100004059"	"31"	"0"	"0"	"2"
"100078846"	"94"	"0"	"0"	"2"
"100013560"	"89"	"0"	"0"	"5"
"100067857"	"370"	"0"	"0"	"4"
"100017961"	"285"	"0"	"1"	"7"
"100024846"	"616"	"2"	"4"	"8"
"100006552"	"2459"	"7"	"17"	"45"
"100089548"	"2"	"0"	"0"	"0"
"100000593"	"632"	"3"	"6"	"25"
"100000285"	"330"	"0"	"2"	"6"
"100012416"	"71"	"0"	"0"	"3"
"100007397"	"815"	"0"	"2"	"18"
"100021318"	"71"	"0"	"0"	"0"
"100020712"	"53"	"0"	"0"	"5"
"100027633"	"78"	"0"	"0"	"3"
"100019795"	"76"	"0"	"0"	"5"
"100004712"	"507"	"0"	"2"	"15"
"100002125"	"553"	"1"	"5"	"19"
"100005415"	"9443"	"42"	"95"	"136"
"100001319"	"896"	"3"	"6"	"11"
"100013641"	"156"	"0"	"0"	"2"
"100021565"	"751"	"0"	"0"	"5"
"100026038"	"183"	"0"	"0"	"7"
"100032665"	"110"	"0"	"0"	"2"
"100023180"	"27"	"0"	"0"	"4"
"100001540"	"292"	"2"	"3"	"8"
"100006877"	"6347"	"8"	"25"	"64"
"100002424"	"635"	"1"	"1"	"3"
"100019086"	"754"	"1"	"2"	"10"
"100004518"	"516"	"1"	"2"	"13"
"100010756"	"84"	"0"	"2"	"7"
"100103101"	"8196"	"0"	"3"	"15"
"100025376"	"401"	"0"	"3"	"7"
"100006204"	"7305"	"30"	"77"	"148"
"100011545"	"143"	"0"	"0"	"4"
"100006678"	"245"	"0"	"0"	"11"
"100012921"	"90"	"0"	"0"	"9"
"100018651"	"27"	"1"	"1"	"2"
"100012191"	"403"	"4"	"5"	"15"
"100004728"	"2042"	"12"	"24"	"45"
"100009623"	"142"	"0"	"1"	"8"
"100001148"	"179"	"0"	"0"	"9"
"100015944"	"364"	"0"	"0"	"9"
"100061230"	"98"	"0"	"1"	"8"
"100005412"	"160"	"0"	"0"	"5"
"100009222"	"788"	"3"	"5"	"14"
"100031977"	"33"	"0"	"0"	"3"
"100011687"	"2038"	"6"	"6"	"12"
"100010125"	"1408"	"8"	"17"	"27"
"100041542"	"242"	"0"	"0"	"2"
"100104714"	"106"	"0"	"0"	"5"
"100016942"	"104"	"1"	"2"	"8"
"100004679"	"107"	"0"	"0"	"11"
"100000058"	"1"	"0"	"1"	"4"
"100043301"	"16"	"1"	"1"	"2"
"100004118"	"2636"	"1"	"11"	"35"
"100012414"	"18"	"0"	"0"	"1"
"100018831"	"31"	"0"	"0"	"2"
"100016739"	"103"	"1"	"2"	"7"
"100027024"	"7472"	"0"	"6"	"25"
"100062220"	"1377"	"0"	"1"	"7"
"100009550"	"3677"	"12"	"41"	"67"
"100000705"	"572"	"1"	"1"	"5"
"100006955"	"342"	"0"	"0"	"13"
"100014689"	"123"	"0"	"0"	"6"
"100060075"	"616"	"0"	"0"	"7"
"100065292"	"8"	"0"	"0"	"1"
"100025812"	"47"	"1"	"1"	"5"
"100095849"	"129"	"0"	"0"	"5"
"100075064"	"337"	"0"	"0"	"6"
"100002713"	"46"	"0"	"0"	"3"
"100063264"	"48"	"0"	"0"	"1"
"100014830"	"1502"	"0"	"3"	"6"
"100010890"	"110"	"0"	"1"	"5"
"100006887"	"187"	"7"	"8"	"16"
"100004206"	"27"	"0"	"0"	"2"
"100105811"	"342"	"0"	"0"	"3"
"100003536"	"31"	"1"	"1"	"6"
"100061942"	"84"	"0"	"0"	"4"
"100018920"	"6472"	"0"	"3"	"21"
"100066739"	"206"	"1"	"1"	"3"
"100096695"	"92"	"0"	"0"	"1"
"100000400"	"102"	"0"	"0"	"3"
"100007086"	"609"	"0"	"0"	"10"
"100097740"	"46"	"0"	"0"	"2"
"100005005"	"50"	"0"	"0"	"2"
"100000629"	"2090"	"0"	"4"	"20"
"100031294"	"522"	"0"	"0"	"6"
"100006262"	"213"	"2"	"6"	"13"
"100097068"	"16"	"0"	"0"	"2"
"100016195"	"565"	"0"	"2"	"6"
"100035854"	"1"	"0"	"0"	"0"
"100017225"	"23"	"0"	"0"	"1"
"100028985"	"649"	"0"	"0"	"7"
"100000461"	"19304"	"10"	"68"	"205"
"100003569"	"3475"	"3"	"21"	"54"
"100018534"	"1160"	"0"	"1"	"10"
"100034041"	"49"	"0"	"0"	"1"
"100011786"	"525"	"2"	"6"	"15"
"100017867"	"1321"	"1"	"3"	"24"
"100017636"	"58"	"0"	"2"	"6"
"100013526"	"149"	"0"	"2"	"6"
"100067493"	"717"	"0"	"0"	"7"
"100076950"	"16"	"0"	"0"	"3"
"100083892"	"18"	"0"	"0"	"2"
"100002368"	"327"	"0"	"0"	"18"
"100006979"	"8107"	"21"	"55"	"111"
"100000462"	"657"	"3"	"13"	"24"
"100029782"	"70"	"0"	"0"	"4"
"100001022"	"1162"	"3"	"4"	"18"
"100013034"	"132"	"0"	"0"	"6"
"100059781"	"80"	"0"	"0"	"3"
"100015792"	"357"	"2"	"6"	"13"
"100011366"	"315"	"2"	"4"	"14"
"100006140"	"235"	"5"	"10"	"14"
"100033546"	"5"	"0"	"0"	"0"
"100003091"	"3231"	"0"	"6"	"38"
"100044429"	"20"	"0"	"0"	"3"
"100016833"	"538"	"3"	"5"	"18"
"100062958"	"1931"	"0"	"1"	"13"
"100110936"	"118"	"0"	"0"	"5"
"100068367"	"525"	"0"	"0"	"8"
"100076427"	"1486"	"0"	"1"	"10"
"100013895"	"21"	"0"	"0"	"2"
"100006794"	"2716"	"3"	"21"	"39"
"100026359"	"2114"	"5"	"11"	"24"
"100017178"	"15"	"0"	"18"	"171"
"100078014"	"201"	"0"	"0"	"3"
"100010889"	"472"	"0"	"0"	"8"
"100025951"	"663"	"2"	"4"	"15"
"100044578"	"172"	"0"	"0"	"2"
"100032095"	"3"	"0"	"0"	"2"
"100028925"	"270"	"0"	"1"	"5"
"100062647"	"46"	"0"	"1"	"3"
"100042068"	"4"	"0"	"0"	"0"
"100060760"	"57"	"0"	"0"	"3"
"100063634"	"65"	"0"	"0"	"3"
"100002990"	"975"	"1"	"7"	"22"
"100017117"	"132"	"0"	"0"	"9"
"100044029"	"169"	"0"	"0"	"4"
"100044898"	"10969"	"6"	"32"	"59"
"100025731"	"13"	"0"	"2"	"3"
"100042487"	"20"	"0"	"0"	"0"
"100025310"	"103"	"1"	"2"	"2"
"100022072"	"152"	"1"	"2"	"9"
"100033182"	"248"	"0"	"0"	"6"
"100031776"	"647"	"0"	"1"	"4"
"100003186"	"69"	"0"	"1"	"6"
"100073262"	"5"	"0"	"0"	"3"
"100006690"	"9017"	"2"	"14"	"42"
"100023802"	"21385"	"18"	"38"	"54"
"100026472"	"50"	"0"	"0"	"1"
"100004954"	"133"	"0"	"0"	"9"
"100044380"	"500"	"0"	"3"	"5"
"100004727"	"107"	"0"	"1"	"4"
"100071310"	"189"	"0"	"0"	"2"
"100060241"	"16"	"0"	"1"	"2"
"100022716"	"113"	"0"	"0"	"7"
"100026903"	"19"	"1"	"2"	"2"
"100050462"	"123"	"0"	"0"	"2"
"100061817"	"1224"	"0"	"0"	"11"
"100024647"	"75"	"0"	"0"	"1"
"100073463"	"38"	"0"	"0"	"6"
"100011772"	"13"	"0"	"1"	"4"
"100001072"	"5285"	"2"	"6"	"42"
"100008103"	"189"	"0"	"0"	"14"
"100023986"	"226"	"1"	"1"	"7"
"100015315"	"4629"	"0"	"6"	"28"
"100010854"	"311"	"0"	"0"	"14"
"100041556"	"31"	"0"	"1"	"6"
"100014484"	"17222"	"0"	"3"	"25"
"100013406"	"152"	"2"	"4"	"6"
"100003912"	"1"	"1"	"1"	"3"
"100078631"	"812"	"0"	"0"	"9"
"100024301"	"89"	"0"	"0"	"2"
"100003263"	"633"	"6"	"16"	"36"
"100012680"	"94"	"0"	"0"	"0"
"100022003"	"112"	"0"	"0"	"5"
"100000754"	"813"	"1"	"2"	"8"
"100006783"	"317"	"0"	"0"	"11"
"100004514"	"2589"	"0"	"1"	"19"
"100069499"	"16"	"0"	"0"	"1"
"100008958"	"709"	"1"	"1"	"3"
"100030021"	"13"	"0"	"0"	"0"
"100014022"	"62"	"0"	"0"	"2"
"100100221"	"118"	"0"	"0"	"4"
"100019088"	"940"	"2"	"4"	"22"
"100000977"	"91"	"0"	"1"	"2"
"100019587"	"252"	"2"	"4"	"5"
"100006134"	"10568"	"0"	"5"	"34"
"100014564"	"4759"	"12"	"24"	"54"
"100006012"	"478"	"1"	"4"	"15"
"100005369"	"1049"	"2"	"8"	"67"
"100003003"	"102"	"0"	"0"	"12"
"100027931"	"78"	"0"	"1"	"4"
"100003931"	"307"	"2"	"2"	"9"
"100000373"	"693"	"6"	"11"	"32"
"100007619"	"31"	"0"	"0"	"2"
"100030296"	"426"	"0"	"2"	"2"
"100006566"	"318"	"0"	"2"	"18"
"100007199"	"49"	"0"	"1"	"8"
"100007558"	"81"	"0"	"0"	"9"
"100068561"	"67"	"0"	"0"	"7"
"100006180"	"1499"	"0"	"3"	"16"
"100068946"	"13"	"0"	"0"	"3"
"100002611"	"39"	"0"	"0"	"4"
"100008223"	"110"	"0"	"1"	"8"
"100007589"	"67"	"0"	"1"	"7"
"100072412"	"726"	"0"	"0"	"9"
"100008140"	"29"	"0"	"0"	"2"
"100002878"	"94"	"0"	"0"	"2"
"100004332"	"39"	"0"	"0"	"5"
"100027591"	"4641"	"0"	"4"	"23"
"100060453"	"663"	"0"	"0"	"7"
"100001167"	"15"	"1"	"3"	"6"
"100010598"	"1212"	"0"	"1"	"8"
"100013506"	"310"	"0"	"0"	"10"
"100061433"	"7996"	"0"	"6"	"27"
"100118085"	"161"	"0"	"0"	"1"
"100000251"	"2430"	"1"	"6"	"43"
"100061494"	"475"	"0"	"1"	"11"
"100015654"	"253"	"1"	"2"	"6"
"100020517"	"403"	"1"	"3"	"14"
"100003294"	"1"	"0"	"1"	"2"
"100000059"	"382"	"4"	"8"	"14"
"100000537"	"706"	"3"	"3"	"3"
"100065272"	"3"	"0"	"0"	"0"
"100011368"	"462"	"3"	"3"	"10"
"100060918"	"391"	"3"	"5"	"13"
"100043167"	"3"	"0"	"1"	"2"
"100045976"	"1346"	"0"	"2"	"15"
"100055595"	"47"	"0"	"0"	"2"
"100000506"	"110"	"0"	"0"	"13"
"100042677"	"116"	"0"	"1"	"5"
"100008249"	"1147"	"13"	"22"	"24"
"100076291"	"5010"	"1"	"5"	"12"
"100009082"	"646"	"1"	"3"	"11"
"100082585"	"72"	"0"	"0"	"5"
"100023976"	"39"	"0"	"0"	"1"
"100043867"	"705"	"0"	"0"	"9"
"100007276"	"1179"	"3"	"7"	"35"
"100070070"	"128"	"0"	"0"	"5"
"100012879"	"4393"	"3"	"6"	"53"
"100010484"	"31"	"0"	"1"	"5"
"100028147"	"112"	"0"	"0"	"3"
"100004414"	"2787"	"2"	"10"	"26"
"100030510"	"32"	"1"	"1"	"4"
"100008239"	"323"	"0"	"1"	"7"
"100004682"	"317"	"1"	"3"	"25"
"100062996"	"947"	"0"	"0"	"14"
"100079402"	"1"	"0"	"0"	"2"
"100066839"	"433"	"1"	"3"	"12"
"100002372"	"392"	"4"	"11"	"21"
"100010183"	"2271"	"4"	"14"	"24"
"100045769"	"107"	"0"	"1"	"0"
"100061285"	"62"	"1"	"2"	"7"
"100089337"	"29"	"0"	"0"	"3"
"100006661"	"143"	"0"	"2"	"10"
"100039939"	"10"	"0"	"0"	"0"
"100098242"	"1002"	"0"	"0"	"2"
"100104495"	"116"	"0"	"0"	"5"
"100042340"	"1497"	"3"	"10"	"19"
"100003766"	"108"	"0"	"0"	"10"
"100030145"	"28"	"0"	"0"	"2"
"100064444"	"1314"	"0"	"1"	"16"
"100007514"	"21"	"0"	"0"	"5"
"100015297"	"104"	"0"	"0"	"5"
"100017447"	"29"	"0"	"0"	"3"
"100005918"	"2531"	"9"	"31"	"63"
"100027303"	"214"	"0"	"1"	"7"
"100005701"	"221"	"1"	"3"	"11"
"100007264"	"864"	"1"	"5"	"29"
"100008257"	"819"	"5"	"9"	"22"
"100022940"	"135"	"0"	"1"	"4"
"100001026"	"1"	"0"	"0"	"0"
"100015300"	"570"	"0"	"2"	"8"
"100006544"	"221"	"0"	"1"	"12"
"100031674"	"3933"	"5"	"19"	"27"
"100016174"	"237"	"1"	"3"	"7"
"100061122"	"11"	"1"	"1"	"1"
"100004957"	"318"	"2"	"5"	"20"
"100010351"	"6682"	"7"	"30"	"68"
"100003459"	"188"	"0"	"1"	"9"
"100001027"	"1"	"0"	"0"	"0"
"100061141"	"3413"	"3"	"16"	"39"
"100015568"	"1861"	"2"	"8"	"21"
"100026776"	"90"	"0"	"0"	"4"
"100030231"	"3188"	"3"	"11"	"33"
"100042326"	"51"	"0"	"0"	"3"
"100030537"	"170"	"0"	"0"	"8"
"100068872"	"597"	"0"	"1"	"14"
"100011585"	"8199"	"16"	"52"	"98"
"100019286"	"321"	"0"	"0"	"3"
"100005632"	"7105"	"16"	"35"	"86"
"100016802"	"16"	"0"	"0"	"2"
"100038709"	"68"	"0"	"0"	"5"
"100001111"	"1"	"0"	"0"	"1"
"100001124"	"17"	"0"	"0"	"2"
"100017557"	"97"	"0"	"0"	"2"
"100026985"	"126"	"0"	"0"	"8"
"100035200"	"15"	"0"	"0"	"3"
"100068913"	"2"	"0"	"0"	"0"
"100031617"	"248"	"0"	"2"	"6"
"100025253"	"12"	"0"	"0"	"1"
"100011423"	"445"	"0"	"0"	"8"
"100021534"	"42"	"0"	"1"	"6"
"100011383"	"74"	"0"	"2"	"9"
"100025012"	"163"	"0"	"0"	"5"
"100100037"	"86"	"0"	"0"	"2"
"100015925"	"144"	"0"	"0"	"6"
"100054429"	"33"	"0"	"0"	"3"
"100016349"	"7882"	"1"	"9"	"39"
"100015241"	"1729"	"1"	"5"	"16"
"100032403"	"254"	"1"	"5"	"4"
"100021785"	"33"	"0"	"0"	"3"
"100019294"	"1159"	"2"	"7"	"24"
"100032842"	"27"	"0"	"0"	"3"
"100010329"	"11361"	"5"	"30"	"55"
"100020878"	"62"	"0"	"0"	"2"
"100078699"	"441"	"0"	"0"	"6"
"100004125"	"302"	"0"	"3"	"11"
"100031050"	"43"	"0"	"0"	"3"
"100005225"	"2096"	"21"	"55"	"65"
"100001099"	"215"	"0"	"4"	"11"
"100028653"	"22"	"0"	"1"	"4"
"100005599"	"737"	"7"	"21"	"46"
"100018028"	"78"	"0"	"0"	"6"
"100068905"	"419"	"0"	"1"	"5"
"100004506"	"76"	"0"	"1"	"9"
"100042562"	"265"	"0"	"0"	"5"
"100022513"	"2"	"0"	"1"	"3"
"100073787"	"164"	"0"	"0"	"2"
"100024529"	"386"	"3"	"11"	"14"
"100000413"	"16"	"1"	"1"	"2"
"100064427"	"21"	"0"	"0"	"5"
"100008325"	"697"	"0"	"0"	"6"
"100040721"	"17"	"0"	"0"	"1"
"100062701"	"2"	"0"	"0"	"1"
"100009765"	"105"	"0"	"1"	"7"
"100069481"	"54"	"0"	"0"	"4"
"100032186"	"19"	"0"	"0"	"3"
"100069182"	"58"	"0"	"0"	"2"
"100078127"	"132"	"0"	"0"	"2"
"100092620"	"191"	"0"	"0"	"3"
"100003014"	"21"	"0"	"0"	"2"
"100005320"	"14"	"0"	"0"	"1"
"100003291"	"12"	"0"	"1"	"3"
"100003847"	"412"	"1"	"5"	"16"
"100093342"	"88"	"0"	"0"	"3"
"100010853"	"561"	"2"	"7"	"14"
"100046896"	"425"	"0"	"1"	"6"
"100008857"	"962"	"3"	"5"	"23"
"100064687"	"1"	"0"	"0"	"0"
"100015275"	"395"	"0"	"0"	"8"
"100014957"	"308"	"0"	"0"	"7"
"100003286"	"1"	"0"	"0"	"2"
"100028507"	"126"	"0"	"0"	"2"
"100011750"	"642"	"0"	"2"	"15"
"100006604"	"327"	"1"	"1"	"4"
"100016294"	"611"	"0"	"0"	"6"
"100005878"	"697"	"2"	"3"	"17"
"100001727"	"666"	"3"	"8"	"24"
"100003240"	"1"	"0"	"0"	"0"
"100001004"	"4868"	"13"	"21"	"43"
"100003609"	"1"	"0"	"0"	"1"
"100080462"	"42"	"0"	"0"	"2"
"100011172"	"1296"	"0"	"1"	"12"
"100007879"	"1628"	"0"	"3"	"13"
"100010494"	"1288"	"0"	"2"	"22"
"100010590"	"333"	"1"	"1"	"7"
"100023305"	"44"	"0"	"0"	"1"
"100059624"	"655"	"0"	"2"	"10"
"100071673"	"319"	"0"	"1"	"4"
"100079392"	"56"	"0"	"0"	"3"
"100007147"	"4091"	"1"	"6"	"29"
"100003611"	"1"	"0"	"0"	"1"
"100003660"	"1"	"0"	"1"	"1"
"100020052"	"1131"	"0"	"0"	"9"
"100030478"	"159"	"0"	"0"	"2"
"100021638"	"1192"	"10"	"30"	"40"
"100068506"	"105"	"0"	"0"	"5"
"100026198"	"103"	"0"	"0"	"7"
"100032586"	"702"	"0"	"2"	"8"
"100006495"	"2554"	"0"	"3"	"18"
"100069892"	"39"	"0"	"0"	"3"
"100018270"	"1151"	"5"	"14"	"40"
"100023417"	"1097"	"1"	"5"	"12"
"100005015"	"26"	"1"	"1"	"5"
"100069452"	"3"	"0"	"0"	"1"
"100009230"	"265"	"0"	"6"	"13"
